                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    151,                 1.4846,                0.96045,                0.93355,                0.81426,                0.72861,                0.78485,                0.56471,                   1.48,                0.93974,                 0.9524,             0.00041453,             0.00041453,             0.00041453
                    152,                 1.4703,                0.94496,                 0.9324,                0.82924,                0.71238,                0.78063,                0.56225,                 1.4788,                 0.9411,                0.95104,             0.00041336,             0.00041336,             0.00041336
                    153,                 1.4568,                0.93904,                0.93913,                0.82787,                 0.7026,                0.77706,                 0.5582,                 1.4894,                0.94658,                0.95294,              0.0004122,              0.0004122,              0.0004122
                    154,                  1.472,                0.94956,                0.93881,                0.75457,                 0.7212,                0.76815,                0.55416,                 1.4873,                0.96359,                0.95293,             0.00041104,             0.00041104,             0.00041104
                    155,                 1.4551,                0.93336,                 0.9323,                0.78732,                0.71643,                0.77588,                0.55091,                 1.4898,                0.94614,                0.95282,             0.00040987,             0.00040987,             0.00040987
                    156,                 1.4473,                0.93895,                0.93494,                0.80831,                0.71299,                0.78016,                0.56509,                 1.4934,                0.92889,                0.95301,             0.00040871,             0.00040871,             0.00040871
                    157,                  1.462,                 0.9369,                0.93097,                0.79064,                0.72217,                0.77735,                0.56058,                 1.4794,                0.95133,                0.94919,             0.00040754,             0.00040754,             0.00040754
                    158,                 1.4584,                0.92557,                0.93099,                0.83003,                0.71531,                0.78861,                0.55617,                 1.4939,                0.93224,                0.95568,             0.00040638,             0.00040638,             0.00040638
                    159,                 1.4553,                0.92717,                0.93349,                0.80336,                0.73462,                0.78502,                0.56085,                 1.4872,                0.93388,                0.95247,             0.00040521,             0.00040521,             0.00040521
                    160,                 1.4461,                0.92326,                0.93164,                0.80105,                0.71494,                0.78454,                0.56338,                 1.4762,                0.92726,                0.94875,             0.00040405,             0.00040405,             0.00040405
                    161,                 1.4644,                0.93698,                0.93466,                0.80875,                0.73399,                0.78631,                0.57219,                 1.4733,                0.92648,                0.94833,             0.00040289,             0.00040289,             0.00040289
                    162,                 1.4446,                0.92688,                0.93614,                0.84088,                0.71997,                0.79112,                0.57339,                 1.4671,                0.91817,                  0.947,             0.00040172,             0.00040172,             0.00040172
                    163,                  1.454,                0.92962,                0.93494,                 0.8255,                0.72245,                0.78596,                0.56379,                 1.4727,                0.92979,                0.94938,             0.00040056,             0.00040056,             0.00040056
                    164,                 1.4574,                0.93696,                0.93404,                0.83974,                 0.7025,                0.78216,                0.56715,                 1.4809,                0.94346,                0.95332,             0.00039939,             0.00039939,             0.00039939
                    165,                 1.4631,                0.94111,                 0.9326,                0.80367,                0.71733,                0.77673,                 0.5675,                 1.4744,                 0.9267,                 0.9482,             0.00039823,             0.00039823,             0.00039823
                    166,                 1.4549,                 0.9261,                0.93561,                0.80837,                0.72556,                0.78688,                0.56756,                 1.4715,                0.92015,                0.94761,             0.00039706,             0.00039706,             0.00039706
                    167,                 1.4527,                0.92281,                0.93564,                0.83513,                0.70434,                0.78136,                0.56888,                 1.4736,                0.91428,                0.95121,              0.0003959,              0.0003959,              0.0003959
                    168,                 1.4476,                0.91769,                0.92964,                0.81513,                0.73261,                0.78795,                0.56918,                  1.468,                0.91861,                0.94751,             0.00039474,             0.00039474,             0.00039474
                    169,                 1.4313,                0.90834,                0.93121,                0.82441,                0.73279,                 0.7905,                0.57221,                 1.4581,                0.91861,                0.94559,             0.00039357,             0.00039357,             0.00039357
                    170,                 1.4493,                 0.9267,                0.93413,                0.82221,                0.72986,                0.78871,                0.56884,                 1.4678,                 0.9129,                0.94774,             0.00039241,             0.00039241,             0.00039241
                    171,                 1.4474,                0.92518,                0.93057,                0.81838,                 0.7419,                0.79218,                0.56374,                 1.4688,                0.90937,                0.95013,             0.00039124,             0.00039124,             0.00039124
                    172,                 1.4357,                0.90831,                0.93133,                 0.8179,                0.71886,                 0.7819,                0.55939,                 1.4645,                0.91109,                0.94732,             0.00039008,             0.00039008,             0.00039008
                    173,                 1.4553,                0.91348,                 0.9336,                0.79144,                0.71792,                0.77881,                0.55531,                 1.4794,                0.93631,                0.94833,             0.00038891,             0.00038891,             0.00038891
                    174,                 1.4354,                0.91405,                0.92689,                0.81217,                0.73231,                0.79094,                0.56987,                 1.4662,                0.90853,                0.94694,             0.00038775,             0.00038775,             0.00038775
                    175,                 1.4439,                0.90414,                0.92785,                0.84878,                0.71101,                 0.7917,                0.57437,                 1.4688,                0.91174,                0.94741,             0.00038659,             0.00038659,             0.00038659
                    176,                 1.4383,                0.91414,                0.92893,                0.84871,                0.71768,                0.78841,                0.56733,                 1.4741,                0.91361,                0.94795,             0.00038542,             0.00038542,             0.00038542
                    177,                 1.4197,                0.89485,                0.92552,                0.81757,                 0.7317,                0.79007,                0.57023,                 1.4547,                0.90514,                0.94511,             0.00038426,             0.00038426,             0.00038426
                    178,                 1.4382,                0.90301,                0.92846,                 0.8428,                0.72293,                0.79617,                0.57807,                  1.458,                0.90196,                0.94708,             0.00038309,             0.00038309,             0.00038309
                    179,                 1.4346,                0.89922,                0.93013,                0.83488,                0.72342,                0.79672,                0.58158,                 1.4568,                0.89557,                0.94221,             0.00038193,             0.00038193,             0.00038193
                    180,                 1.4442,                0.91667,                0.93128,                0.83412,                0.71958,                0.78965,                0.56899,                 1.4576,                0.90214,                0.94639,             0.00038077,             0.00038077,             0.00038077
                    181,                 1.4451,                0.91012,                0.92866,                0.82648,                0.72568,                0.79085,                 0.5718,                 1.4538,                0.90601,                0.94412,              0.0003796,              0.0003796,              0.0003796
                    182,                 1.4453,                0.91022,                0.93076,                0.82853,                 0.7346,                0.79666,                 0.5683,                  1.469,                0.89567,                 0.9468,             0.00037844,             0.00037844,             0.00037844
                    183,                 1.4243,                0.89608,                0.92635,                0.83809,                0.73504,                0.80156,                0.58373,                 1.4463,                0.89756,                 0.9422,             0.00037727,             0.00037727,             0.00037727
                    184,                 1.4574,                0.91544,                0.93275,                0.83547,                0.72939,                0.79669,                0.57809,                 1.4574,                0.90191,                0.94635,             0.00037611,             0.00037611,             0.00037611
                    185,                 1.4282,                 0.8935,                0.92371,                0.82371,                  0.736,                0.79527,                0.58031,                 1.4553,                 0.9005,                0.94629,             0.00037494,             0.00037494,             0.00037494
                    186,                  1.419,                0.88937,                 0.9282,                0.80957,                 0.7481,                 0.8019,                0.57992,                  1.456,                0.89435,                0.94631,             0.00037378,             0.00037378,             0.00037378
                    187,                 1.4254,                0.88807,                0.92535,                0.84268,                0.72995,                0.79843,                0.57731,                 1.4566,                0.89301,                 0.9461,             0.00037262,             0.00037262,             0.00037262
                    188,                 1.4224,                0.88859,                0.92431,                 0.8093,                0.74697,                0.79553,                0.57141,                 1.4517,                0.90529,                0.94211,             0.00037145,             0.00037145,             0.00037145
                    189,                 1.4105,                0.87842,                0.92747,                0.84881,                0.73801,                0.79397,                0.57989,                  1.446,                0.88409,                0.94196,             0.00037029,             0.00037029,             0.00037029
                    190,                 1.4388,                0.90912,                0.92679,                0.82713,                0.74276,                0.79891,                0.57387,                 1.4509,                0.90251,                0.94205,             0.00036912,             0.00036912,             0.00036912
                    191,                 1.4321,                 0.9005,                0.92804,                0.83821,                0.74262,                0.80219,                 0.5811,                  1.457,                0.90189,                0.94436,             0.00036796,             0.00036796,             0.00036796
                    192,                 1.4214,                0.88879,                0.92587,                0.82841,                  0.739,                0.79779,                0.57854,                 1.4533,                 0.8942,                0.94356,             0.00036679,             0.00036679,             0.00036679
                    193,                 1.4067,                0.88368,                0.93048,                0.83787,                0.73783,                0.79852,                 0.5806,                 1.4489,                0.89838,                0.94361,             0.00036563,             0.00036563,             0.00036563
                    194,                 1.4237,                0.88983,                 0.9239,                0.84103,                0.73835,                 0.8001,                0.58241,                 1.4418,                0.88508,                0.94267,             0.00036447,             0.00036447,             0.00036447
                    195,                 1.4087,                0.88322,                 0.9237,                0.83672,                0.72776,                0.79988,                 0.5804,                  1.444,                0.89475,                0.94117,              0.0003633,              0.0003633,              0.0003633
                    196,                 1.4087,                0.88122,                0.92773,                0.82227,                 0.7539,                0.80556,                0.58187,                 1.4589,                0.87586,                0.94353,             0.00036214,             0.00036214,             0.00036214
                    197,                 1.4083,                0.87647,                0.92358,                0.82954,                0.73383,                0.80035,                0.58443,                 1.4352,                0.88391,                0.93895,             0.00036097,             0.00036097,             0.00036097
                    198,                  1.425,                0.88472,                0.92135,                0.82504,                0.74312,                0.80173,                0.58373,                 1.4431,                0.88348,                0.93978,             0.00035981,             0.00035981,             0.00035981
                    199,                 1.4192,                0.88791,                0.92651,                0.83125,                0.74426,                0.80301,                0.57912,                 1.4505,                0.88108,                0.94365,             0.00035864,             0.00035864,             0.00035864
                    200,                  1.414,                0.87461,                0.92324,                0.84665,                0.74356,                0.80498,                0.58894,                 1.4297,                0.87156,                0.93763,             0.00035748,             0.00035748,             0.00035748
                    201,                  1.415,                0.88442,                0.92175,                0.80919,                0.75136,                 0.8025,                 0.5838,                 1.4451,                 0.8886,                0.94079,             0.00035632,             0.00035632,             0.00035632
                    202,                 1.4001,                0.86598,                0.92231,                0.85324,                0.73431,                0.79782,                0.58299,                  1.438,                0.87352,                0.93977,             0.00035515,             0.00035515,             0.00035515
                    203,                 1.4101,                0.88102,                0.92748,                0.81733,                0.74483,                0.80276,                0.58629,                 1.4451,                0.88578,                0.94578,             0.00035399,             0.00035399,             0.00035399
                    204,                 1.4304,                 0.8874,                 0.9243,                0.83704,                0.73856,                0.79701,                0.58139,                 1.4309,                0.88518,                0.93825,             0.00035282,             0.00035282,             0.00035282
                    205,                  1.407,                0.88331,                0.92311,                0.81451,                0.74061,                0.79788,                0.57831,                 1.4272,                0.89345,                0.93911,             0.00035166,             0.00035166,             0.00035166
                    206,                 1.3941,                0.85915,                0.91787,                0.86466,                0.73539,                0.80901,                 0.5861,                 1.4421,                0.87738,                0.94202,              0.0003505,              0.0003505,              0.0003505
                    207,                 1.4007,                0.87549,                0.92068,                0.84967,                 0.7382,                0.80838,                 0.5922,                 1.4428,                0.87709,                0.93898,             0.00034933,             0.00034933,             0.00034933
                    208,                  1.408,                0.87191,                0.91689,                0.84739,                0.74185,                0.80771,                0.58931,                 1.4243,                0.86284,                0.93676,             0.00034817,             0.00034817,             0.00034817
                    209,                 1.4154,                0.87955,                0.92026,                0.85782,                0.72108,                0.79639,                0.57562,                 1.4455,                0.87769,                0.94103,               0.000347,               0.000347,               0.000347
                    210,                 1.4191,                0.87492,                0.92152,                0.83104,                0.74178,                0.80023,                0.58421,                 1.4343,                0.87688,                0.94065,             0.00034584,             0.00034584,             0.00034584
                    211,                 1.4024,                 0.8663,                0.92154,                 0.8367,                0.73805,                0.80742,                0.59013,                 1.4287,                0.87182,                0.93646,             0.00034467,             0.00034467,             0.00034467
                    212,                 1.3931,                0.85378,                0.92394,                  0.865,                0.73919,                0.81168,                 0.5874,                  1.434,                0.86658,                0.93774,             0.00034351,             0.00034351,             0.00034351
                    213,                 1.3779,                0.85108,                0.91828,                0.84842,                0.73997,                0.80977,                0.59201,                 1.4323,                0.86494,                 0.9391,             0.00034235,             0.00034235,             0.00034235
                    214,                 1.3977,                0.85671,                0.92723,                0.84606,                0.74139,                0.81018,                0.58936,                 1.4296,                0.87792,                0.93984,             0.00034118,             0.00034118,             0.00034118
                    215,                 1.3982,                0.86863,                0.91693,                0.80662,                0.76055,                0.81181,                 0.5902,                 1.4335,                0.88196,                0.93836,             0.00034002,             0.00034002,             0.00034002
                    216,                 1.3933,                0.85675,                0.92372,                0.85849,                0.74232,                0.81856,                0.59708,                 1.4245,                0.86879,                0.93723,             0.00033885,             0.00033885,             0.00033885
                    217,                 1.4083,                0.86682,                0.92181,                0.83477,                0.75617,                0.81444,                0.59733,                 1.4157,                0.86209,                0.93502,             0.00033769,             0.00033769,             0.00033769
                    218,                 1.3995,                0.85628,                0.92375,                0.84261,                0.74187,                0.80805,                0.58372,                 1.4316,                0.87209,                0.94174,             0.00033652,             0.00033652,             0.00033652
                    219,                 1.4128,                0.86942,                0.91739,                0.85925,                 0.7524,                0.81961,                0.59882,                 1.4154,                0.86211,                0.93547,             0.00033536,             0.00033536,             0.00033536
                    220,                 1.3986,                0.84666,                 0.9191,                0.83834,                0.76599,                0.82123,                0.59607,                 1.4134,                0.85946,                0.93395,              0.0003342,              0.0003342,              0.0003342
                    221,                 1.3825,                0.84922,                0.91785,                0.86394,                0.74222,                0.81902,                0.59638,                 1.4311,                0.85878,                 0.9397,             0.00033303,             0.00033303,             0.00033303
                    222,                 1.4007,                0.85445,                0.91958,                0.85211,                 0.7582,                0.81551,                0.59185,                 1.4298,                0.85982,                0.93788,             0.00033187,             0.00033187,             0.00033187
                    223,                 1.3678,                0.85525,                0.91531,                0.86029,                0.75459,                0.81731,                0.59202,                  1.437,                0.86033,                0.93844,              0.0003307,              0.0003307,              0.0003307
                    224,                 1.3807,                0.85414,                0.91695,                0.81631,                0.76594,                0.81319,                0.59434,                 1.4205,                0.85006,                0.93719,             0.00032954,             0.00032954,             0.00032954
                    225,                  1.411,                 0.8706,                0.91739,                0.83326,                0.76537,                0.81754,                0.60042,                 1.4176,                 0.8459,                0.93392,             0.00032837,             0.00032837,             0.00032837
                    226,                 1.3995,                0.85819,                0.91952,                0.85407,                0.75183,                0.81099,                0.59973,                 1.4189,                0.85134,                0.93655,             0.00032721,             0.00032721,             0.00032721
                    227,                  1.382,                0.84785,                0.91831,                 0.8416,                0.75647,                0.81532,                0.59357,                   1.42,                0.85194,                0.93485,             0.00032605,             0.00032605,             0.00032605
                    228,                 1.3783,                0.84718,                  0.916,                0.82513,                0.76001,                 0.8128,                0.59234,                 1.4257,                0.86308,                0.93884,             0.00032488,             0.00032488,             0.00032488
                    229,                 1.4054,                0.86096,                0.92107,                0.84344,                0.75784,                 0.8178,                0.60005,                 1.4154,                 0.8586,                0.93618,             0.00032372,             0.00032372,             0.00032372
                    230,                 1.4009,                0.86742,                 0.9202,                0.85038,                0.74788,                0.81339,                0.59294,                 1.4249,                0.85673,                0.93738,             0.00032255,             0.00032255,             0.00032255
                    231,                 1.3918,                0.85064,                0.91466,                0.85505,                0.75173,                0.81435,                0.59711,                 1.4099,                0.84872,                0.93388,             0.00032139,             0.00032139,             0.00032139
                    232,                 1.3918,                0.84871,                0.91667,                0.85919,                0.76022,                 0.8216,                0.60026,                 1.4234,                0.85577,                0.93607,             0.00032022,             0.00032022,             0.00032022
                    233,                 1.3883,                0.84609,                0.91231,                0.85009,                0.76344,                 0.8177,                0.59973,                 1.4185,                0.85405,                0.93697,             0.00031906,             0.00031906,             0.00031906
                    234,                 1.3866,                0.84841,                 0.9174,                0.85734,                0.74866,                0.81205,                0.59279,                  1.425,                0.85156,                 0.9402,              0.0003179,              0.0003179,              0.0003179
                    235,                 1.3566,                0.82918,                0.91106,                 0.8593,                0.75514,                0.81604,                0.59726,                 1.4193,                0.85018,                0.93646,             0.00031673,             0.00031673,             0.00031673
                    236,                 1.3938,                0.85527,                0.91875,                0.87612,                0.74788,                0.81882,                0.60097,                 1.4151,                0.85313,                0.93529,             0.00031557,             0.00031557,             0.00031557
                    237,                 1.3702,                0.83934,                 0.9094,                0.85052,                0.76582,                 0.8159,                0.59764,                 1.4124,                0.84379,                0.93202,              0.0003144,              0.0003144,              0.0003144
                    238,                 1.3939,                0.85449,                0.91563,                0.85718,                0.75353,                 0.8136,                0.59429,                 1.4179,                0.84965,                0.93537,             0.00031324,             0.00031324,             0.00031324
                    239,                   1.38,                0.84093,                0.91986,                0.86994,                0.74472,                0.81411,                0.59332,                 1.4312,                0.85144,                0.93733,             0.00031208,             0.00031208,             0.00031208
                    240,                 1.3774,                0.84017,                0.91864,                0.87583,                0.74432,                0.81473,                0.59553,                 1.4227,                0.84454,                0.93453,             0.00031091,             0.00031091,             0.00031091
                    241,                 1.3763,                0.83866,                0.91305,                0.87402,                0.75794,                0.82098,                0.60271,                  1.407,                0.83869,                0.93289,             0.00030975,             0.00030975,             0.00030975
                    242,                   1.37,                0.84884,                 0.9207,                0.83386,                0.76168,                0.81131,                0.59666,                 1.4062,                0.84289,                 0.9343,             0.00030858,             0.00030858,             0.00030858
                    243,                 1.3639,                0.83489,                0.91355,                0.85248,                0.74201,                0.80995,                 0.5922,                 1.4181,                0.85897,                0.93622,             0.00030742,             0.00030742,             0.00030742
                    244,                 1.3757,                0.84445,                0.91351,                0.83364,                0.75415,                0.81065,                0.59286,                  1.405,                0.84683,                0.93264,             0.00030625,             0.00030625,             0.00030625
                    245,                 1.3639,                0.83736,                  0.916,                 0.8539,                0.74492,                0.81447,                 0.5953,                 1.4091,                0.84199,                0.93269,             0.00030509,             0.00030509,             0.00030509
                    246,                 1.3647,                0.83929,                0.91592,                0.81343,                0.77028,                0.81003,                 0.5914,                 1.4111,                0.85203,                0.93547,             0.00030393,             0.00030393,             0.00030393
                    247,                 1.3504,                0.82905,                0.90879,                0.83882,                 0.7618,                0.81759,                0.60243,                 1.3993,                0.84995,                0.93348,             0.00030276,             0.00030276,             0.00030276
                    248,                 1.3682,                0.83577,                0.91087,                0.86178,                 0.7428,                0.81635,                0.60046,                 1.4067,                0.84225,                 0.9334,              0.0003016,              0.0003016,              0.0003016
                    249,                 1.3832,                0.83955,                0.91236,                0.83894,                0.76402,                0.81465,                0.59288,                 1.4182,                0.84413,                 0.9338,             0.00030043,             0.00030043,             0.00030043
                    250,                 1.3929,                0.84744,                  0.915,                0.84687,                 0.7617,                0.81636,                 0.5938,                 1.4136,                0.84492,                0.93353,             0.00029927,             0.00029927,             0.00029927
                    251,                 1.3561,                0.82091,                 0.9187,                0.85258,                0.75972,                0.82012,                0.60764,                 1.4056,                0.84666,                0.93287,              0.0002981,              0.0002981,              0.0002981
                    252,                 1.3811,                0.83941,                0.90985,                0.85988,                0.75746,                0.81843,                0.60829,                 1.3978,                0.83952,                0.93099,             0.00029694,             0.00029694,             0.00029694
                    253,                 1.3642,                0.82648,                0.91409,                0.86242,                0.75675,                0.82113,                0.60422,                 1.4008,                0.84609,                 0.9298,             0.00029578,             0.00029578,             0.00029578
                    254,                 1.3718,                0.83275,                0.91511,                0.85616,                0.76372,                0.81694,                0.60477,                 1.4057,                0.83823,                0.93116,             0.00029461,             0.00029461,             0.00029461
                    255,                 1.4097,                0.84336,                0.91733,                0.83473,                0.75648,                0.81755,                 0.5988,                 1.4145,                0.85311,                0.93401,             0.00029345,             0.00029345,             0.00029345
                    256,                 1.4172,                0.84933,                0.92114,                0.85125,                0.75381,                0.82025,                0.60386,                 1.4067,                0.83878,                0.93271,             0.00029228,             0.00029228,             0.00029228
                    257,                 1.3537,                 0.8109,                   0.91,                 0.8501,                0.75251,                0.82041,                0.60622,                 1.4006,                0.83849,                0.92986,             0.00029112,             0.00029112,             0.00029112
                    258,                 1.3709,                0.82435,                0.90857,                0.84704,                0.75979,                0.81703,                0.60404,                 1.4012,                0.83891,                0.93124,             0.00028995,             0.00028995,             0.00028995
                    259,                 1.3665,                0.82879,                0.90928,                0.86806,                0.75032,                0.81966,                0.60443,                 1.3962,                0.83392,                0.93068,             0.00028879,             0.00028879,             0.00028879
                    260,                 1.3481,                0.81674,                0.90926,                0.85352,                0.75343,                0.81968,                0.60174,                 1.4033,                0.83606,                0.93151,             0.00028763,             0.00028763,             0.00028763
                    261,                 1.3675,                0.83444,                0.91016,                0.83776,                0.76305,                0.81886,                0.60123,                 1.4016,                0.83228,                0.93003,             0.00028646,             0.00028646,             0.00028646
                    262,                 1.3729,                 0.8349,                0.91503,                0.83275,                0.77851,                0.82275,                0.60285,                  1.405,                0.83406,                0.93119,              0.0002853,              0.0002853,              0.0002853
                    263,                 1.3681,                0.82317,                0.90432,                0.85511,                0.77145,                0.82714,                0.60609,                 1.4006,                0.84071,                0.92864,             0.00028413,             0.00028413,             0.00028413
                    264,                 1.3708,                0.83265,                0.91135,                0.85925,                0.76768,                0.82932,                0.60796,                 1.4016,                0.83422,                0.93158,             0.00028297,             0.00028297,             0.00028297
                    265,                 1.3514,                0.82634,                0.90678,                0.85048,                0.77505,                0.82209,                 0.6083,                 1.3886,                0.83113,                   0.93,              0.0002818,              0.0002818,              0.0002818
                    266,                 1.3675,                0.83236,                 0.9092,                0.85686,                0.76587,                0.82648,                0.60597,                 1.3964,                0.83629,                0.92959,             0.00028064,             0.00028064,             0.00028064
                    267,                 1.3459,                0.81595,                 0.9078,                0.84233,                0.76913,                0.82143,                0.60839,                 1.3911,                0.83342,                 0.9296,             0.00027948,             0.00027948,             0.00027948
                    268,                 1.3626,                0.83316,                0.91093,                0.84212,                0.77172,                0.82598,                 0.6154,                 1.3932,                0.82761,                 0.9289,             0.00027831,             0.00027831,             0.00027831
                    269,                 1.3547,                0.82155,                0.90964,                0.86457,                0.75114,                0.81884,                0.60273,                 1.4074,                0.83405,                 0.9323,             0.00027715,             0.00027715,             0.00027715
                    270,                 1.3814,                 0.8352,                0.91267,                0.85501,                0.74941,                0.81979,                  0.603,                 1.3993,                0.83619,                 0.9321,             0.00027598,             0.00027598,             0.00027598
                    271,                 1.3418,                0.81445,                 0.9116,                0.85754,                0.76285,                0.82399,                0.61208,                 1.3871,                0.83746,                0.92832,             0.00027482,             0.00027482,             0.00027482
                    272,                 1.3585,                0.82313,                0.90656,                0.85469,                 0.7583,                0.82436,                0.60704,                 1.3949,                0.82911,                0.93077,             0.00027366,             0.00027366,             0.00027366
                    273,                 1.3463,                0.81486,                 0.9066,                0.82505,                0.76631,                0.82124,                0.60606,                 1.3903,                0.82007,                 0.9298,             0.00027249,             0.00027249,             0.00027249
                    274,                 1.3566,                0.81882,                0.90797,                0.84774,                0.76307,                0.82232,                0.61061,                 1.3952,                0.82441,                0.92915,             0.00027133,             0.00027133,             0.00027133
                    275,                 1.3501,                0.81987,                0.91023,                0.84773,                 0.7621,                0.82495,                0.61428,                 1.3909,                0.82666,                0.93018,             0.00027016,             0.00027016,             0.00027016
                    276,                 1.3595,                0.81944,                0.91035,                0.83937,                0.77925,                0.82671,                0.61496,                  1.387,                0.82492,                  0.929,               0.000269,               0.000269,               0.000269
                    277,                 1.3654,                0.82267,                0.91437,                0.86392,                0.77089,                0.82808,                 0.6088,                 1.3995,                0.83061,                0.93237,             0.00026783,             0.00026783,             0.00026783
                    278,                 1.3498,                0.81248,                0.91114,                0.87092,                0.76634,                0.82933,                0.61406,                  1.392,                0.82403,                0.93021,             0.00026667,             0.00026667,             0.00026667
                    279,                 1.3396,                0.80447,                0.90646,                0.86461,                0.77636,                0.83248,                0.61689,                 1.3817,                0.81433,                0.92662,             0.00026551,             0.00026551,             0.00026551
                    280,                 1.3539,                0.80382,                 0.9122,                 0.8773,                0.76907,                0.83287,                 0.6137,                 1.3869,                0.81031,                0.92722,             0.00026434,             0.00026434,             0.00026434
                    281,                 1.3531,                0.81964,                0.90907,                 0.8774,                0.76532,                0.83161,                0.61658,                 1.3771,                0.81441,                 0.9259,             0.00026318,             0.00026318,             0.00026318
                    282,                 1.3518,                0.81164,                0.90861,                0.86937,                0.77735,                0.83049,                0.61333,                 1.3906,                0.81727,                0.92838,             0.00026201,             0.00026201,             0.00026201
                    283,                 1.3206,                 0.7924,                0.90748,                0.84773,                0.78149,                0.82918,                0.61239,                 1.3827,                0.81729,                0.92617,             0.00026085,             0.00026085,             0.00026085
                    284,                 1.3479,                0.80578,                0.90498,                  0.864,                0.77084,                0.83022,                0.61605,                 1.3855,                0.81414,                0.92914,             0.00025968,             0.00025968,             0.00025968
                    285,                 1.3365,                 0.7985,                0.90969,                0.87336,                0.76926,                 0.8297,                0.60545,                 1.4015,                0.82536,                0.93157,             0.00025852,             0.00025852,             0.00025852
                    286,                 1.3449,                0.80602,                0.90505,                0.85653,                0.77664,                0.82751,                0.60575,                 1.3974,                0.81565,                 0.9301,             0.00025736,             0.00025736,             0.00025736
                    287,                 1.3247,                0.79877,                0.90682,                0.87682,                0.76044,                0.83133,                0.61301,                 1.3898,                 0.8227,                0.92786,             0.00025619,             0.00025619,             0.00025619
                    288,                 1.3419,                0.80756,                 0.9093,                0.85723,                0.75879,                0.82957,                0.61304,                  1.383,                0.81706,                0.92619,             0.00025503,             0.00025503,             0.00025503
                    289,                 1.3423,                0.79742,                0.90647,                0.87049,                0.77418,                0.83178,                0.61478,                 1.3864,                0.81526,                 0.9282,             0.00025386,             0.00025386,             0.00025386
                    290,                 1.3621,                0.81586,                0.90986,                0.85449,                0.77406,                0.82906,                0.61539,                 1.3737,                0.81205,                0.92521,              0.0002527,              0.0002527,              0.0002527
                    291,                 1.3272,                0.79938,                0.90559,                0.85478,                0.77487,                0.82776,                 0.6083,                 1.3881,                 0.8259,                0.92832,             0.00025153,             0.00025153,             0.00025153
                    292,                 1.3329,                0.79925,                0.90035,                0.87199,                0.77419,                 0.8344,                0.61101,                 1.3919,                0.82356,                0.92903,             0.00025037,             0.00025037,             0.00025037
                    293,                  1.338,                0.80005,                0.90401,                0.87417,                0.77582,                0.83439,                0.61462,                 1.3812,                0.81808,                0.92726,             0.00024921,             0.00024921,             0.00024921
                    294,                 1.3431,                0.80275,                 0.9026,                0.88304,                0.77694,                0.83636,                0.61375,                 1.3899,                0.80974,                 0.9283,             0.00024804,             0.00024804,             0.00024804
                    295,                 1.3284,                0.78907,                0.90807,                0.88614,                0.77017,                0.83426,                0.61242,                 1.3876,                0.81554,                0.92722,             0.00024688,             0.00024688,             0.00024688
                    296,                 1.3548,                0.81165,                0.90959,                0.87323,                0.75682,                0.83034,                0.60863,                 1.3968,                0.82196,                0.92962,             0.00024571,             0.00024571,             0.00024571
                    297,                 1.3333,                 0.8007,                0.90516,                0.86098,                0.76485,                0.83206,                0.61456,                 1.3903,                0.81546,                0.92965,             0.00024455,             0.00024455,             0.00024455
                    298,                 1.3442,                0.79843,                0.90211,                0.87441,                0.76275,                0.83419,                0.61729,                 1.3839,                0.81209,                0.92822,             0.00024338,             0.00024338,             0.00024338
                    299,                 1.3476,                0.80381,                0.90279,                0.86915,                0.76563,                0.83213,                0.61808,                  1.377,                0.80829,                0.92529,             0.00024222,             0.00024222,             0.00024222
                    300,                 1.3304,                0.79976,                0.90161,                 0.8607,                0.76838,                 0.8334,                0.61818,                 1.3808,                0.81441,                0.92643,             0.00024106,             0.00024106,             0.00024106
                    301,                 1.3314,                0.79214,                0.90535,                0.87144,                0.76769,                0.83434,                0.61933,                 1.3793,                0.81082,                0.92568,             0.00023989,             0.00023989,             0.00023989
                    302,                 1.3335,                0.79614,                0.90895,                0.86817,                0.76889,                0.83182,                0.62174,                 1.3739,                0.80312,                  0.923,             0.00023873,             0.00023873,             0.00023873
                    303,                 1.3295,                0.79878,                 0.9017,                0.88167,                0.76692,                0.83383,                0.61796,                 1.3787,                0.80293,                0.92421,             0.00023756,             0.00023756,             0.00023756
                    304,                 1.3275,                0.79638,                0.90293,                0.88082,                0.76878,                0.83444,                0.61891,                 1.3717,                0.80456,                 0.9245,              0.0002364,              0.0002364,              0.0002364
                    305,                 1.3387,                 0.8024,                0.90594,                0.86993,                0.77443,                0.83692,                0.61916,                  1.386,                0.79952,                0.92792,             0.00023524,             0.00023524,             0.00023524
                    306,                 1.3165,                 0.7874,                0.90207,                0.87338,                0.77806,                0.83126,                0.62194,                 1.3727,                0.79992,                0.92558,             0.00023407,             0.00023407,             0.00023407
                    307,                 1.3217,                0.79287,                0.90116,                0.87244,                0.77511,                0.83446,                0.61833,                 1.3747,                0.80425,                0.92482,             0.00023291,             0.00023291,             0.00023291
                    308,                 1.3487,                0.79764,                0.90674,                 0.8653,                0.76938,                0.83143,                0.61746,                 1.3817,                0.81734,                0.92625,             0.00023174,             0.00023174,             0.00023174
