                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    309,                 1.3343,                 0.7939,                0.90351,                 0.8683,                0.77983,                 0.8347,                0.61908,                 1.3762,                0.81943,                0.92568,             0.00023058,             0.00023058,             0.00023058
                    310,                 1.3296,                0.78709,                0.89975,                0.85537,                0.77032,                 0.8284,                0.61568,                 1.3766,                0.81936,                0.92652,             0.00022941,             0.00022941,             0.00022941
                    311,                 1.3276,                0.78914,                0.90719,                0.85146,                0.77601,                0.82623,                 0.6092,                   1.39,                0.81502,                0.92834,             0.00022825,             0.00022825,             0.00022825
                    312,                 1.3233,                0.78722,                0.90269,                0.86609,                0.76654,                0.82557,                0.60861,                 1.3851,                0.81938,                0.92763,             0.00022709,             0.00022709,             0.00022709
                    313,                 1.3251,                0.79312,                0.90151,                0.85501,                0.78533,                0.83631,                0.61962,                 1.3717,                 0.8076,                0.92434,             0.00022592,             0.00022592,             0.00022592
                    314,                 1.3003,                0.77228,                0.90175,                0.87298,                 0.7787,                0.83478,                0.62124,                 1.3709,                0.80002,                 0.9227,             0.00022476,             0.00022476,             0.00022476
                    315,                 1.3175,                0.78366,                0.90047,                0.89302,                0.76402,                0.83084,                0.61732,                   1.38,                0.80919,                0.92598,             0.00022359,             0.00022359,             0.00022359
                    316,                 1.3258,                0.78479,                0.90213,                0.87476,                0.76664,                0.83313,                0.61901,                 1.3793,                0.80955,                0.92564,             0.00022243,             0.00022243,             0.00022243
                    317,                 1.3319,                0.80153,                0.90117,                0.86672,                  0.781,                0.83432,                 0.6197,                 1.3754,                0.80692,                0.92615,             0.00022126,             0.00022126,             0.00022126
                    318,                 1.3381,                0.79624,                0.90462,                0.88942,                0.77019,                0.83643,                0.62381,                 1.3713,                0.79814,                0.92409,              0.0002201,              0.0002201,              0.0002201
                    319,                  1.324,                0.78755,                0.90209,                0.88104,                0.76885,                0.83805,                0.62254,                  1.371,                0.80098,                0.92237,             0.00021894,             0.00021894,             0.00021894
                    320,                 1.3279,                0.79269,                0.90319,                0.85892,                0.76923,                0.83067,                0.61567,                 1.3789,                0.80699,                0.92485,             0.00021777,             0.00021777,             0.00021777
                    321,                 1.3178,                 0.7803,                0.89979,                0.84965,                0.78193,                 0.8363,                0.62222,                 1.3656,                0.79614,                0.92206,             0.00021661,             0.00021661,             0.00021661
                    322,                 1.3131,                0.78057,                0.90636,                0.85429,                0.77555,                0.83675,                0.61956,                  1.365,                0.80011,                0.92106,             0.00021544,             0.00021544,             0.00021544
                    323,                 1.3307,                0.79704,                0.90157,                0.85468,                0.79062,                0.83523,                 0.6227,                 1.3719,                0.79336,                0.92238,             0.00021428,             0.00021428,             0.00021428
                    324,                 1.3206,                0.78514,                0.90212,                0.86758,                0.78161,                0.83789,                 0.6261,                 1.3672,                0.79928,                 0.9227,             0.00021311,             0.00021311,             0.00021311
                    325,                 1.3072,                0.78212,                0.90244,                0.88552,                0.77633,                0.83826,                0.62058,                 1.3689,                0.79582,                0.92236,             0.00021195,             0.00021195,             0.00021195
                    326,                 1.3233,                0.78222,                0.90134,                0.87492,                0.78278,                0.84304,                0.62873,                 1.3662,                 0.7946,                0.92135,             0.00021079,             0.00021079,             0.00021079
                    327,                 1.3203,                0.78184,                0.90079,                0.88256,                0.77781,                 0.8398,                0.62897,                 1.3583,                0.79101,                0.92029,             0.00020962,             0.00020962,             0.00020962
                    328,                 1.3268,                0.78933,                 0.9038,                0.88869,                  0.772,                0.84107,                0.62478,                 1.3675,                0.79659,                0.92263,             0.00020846,             0.00020846,             0.00020846
                    329,                 1.3132,                0.78353,                0.89906,                0.89006,                0.76999,                0.84282,                0.62446,                 1.3804,                0.79712,                0.92564,             0.00020729,             0.00020729,             0.00020729
                    330,                  1.317,                0.78243,                0.90773,                0.88657,                0.76895,                0.84299,                0.62304,                  1.377,                0.79884,                0.92307,             0.00020613,             0.00020613,             0.00020613
                    331,                 1.3275,                0.79558,                0.89753,                0.88692,                0.76973,                0.83497,                0.61963,                 1.3698,                0.79805,                0.92206,             0.00020497,             0.00020497,             0.00020497
                    332,                 1.3258,                0.79438,                0.90231,                0.87954,                0.77345,                0.83793,                0.62573,                 1.3628,                0.79749,                 0.9221,              0.0002038,              0.0002038,              0.0002038
                    333,                 1.3161,                0.78874,                0.90218,                0.87141,                0.77665,                0.83605,                0.62389,                 1.3676,                0.80014,                0.92235,             0.00020264,             0.00020264,             0.00020264
                    334,                 1.3328,                0.79023,                0.90181,                0.86372,                0.78033,                0.83432,                0.61941,                 1.3686,                 0.7983,                0.92083,             0.00020147,             0.00020147,             0.00020147
                    335,                 1.3116,                0.77721,                0.90221,                0.85987,                0.78985,                0.83848,                0.62495,                 1.3575,                0.79402,                0.91914,             0.00020031,             0.00020031,             0.00020031
                    336,                 1.3124,                0.78709,                0.89823,                0.87611,                0.77859,                 0.8385,                0.62593,                 1.3633,                0.79755,                  0.923,             0.00019914,             0.00019914,             0.00019914
                    337,                 1.3446,                0.79687,                0.90116,                  0.868,                0.77955,                0.83759,                0.62614,                 1.3593,                0.79297,                0.92224,             0.00019798,             0.00019798,             0.00019798
                    338,                 1.2869,                0.76847,                0.89488,                0.88249,                0.77067,                0.83371,                0.62342,                 1.3647,                0.79141,                0.92275,             0.00019682,             0.00019682,             0.00019682
                    339,                  1.299,                0.76539,                0.89637,                0.87792,                0.76762,                0.83013,                0.61965,                 1.3663,                 0.7911,                0.92282,             0.00019565,             0.00019565,             0.00019565
                    340,                 1.3059,                0.77124,                0.89898,                0.87924,                0.76956,                0.83665,                0.62612,                 1.3618,                0.78755,                0.92041,             0.00019449,             0.00019449,             0.00019449
                    341,                 1.3116,                0.77783,                0.90106,                0.88441,                0.77485,                0.83538,                0.62485,                 1.3568,                0.77972,                0.91956,             0.00019332,             0.00019332,             0.00019332
                    342,                    1.3,                0.76461,                0.89861,                0.87748,                0.78039,                0.83764,                0.62328,                 1.3693,                0.78622,                0.92174,             0.00019216,             0.00019216,             0.00019216
                    343,                 1.3243,                0.78563,                0.90217,                0.84907,                0.78576,                0.83558,                0.62223,                 1.3713,                0.78898,                0.92328,             0.00019099,             0.00019099,             0.00019099
                    344,                  1.313,                0.77652,                0.89691,                 0.8633,                0.78138,                0.83827,                 0.6219,                 1.3651,                0.78612,                0.92073,             0.00018983,             0.00018983,             0.00018983
                    345,                 1.3079,                0.77863,                0.89874,                0.86095,                0.78622,                0.84212,                0.62574,                 1.3677,                0.78628,                0.92095,             0.00018867,             0.00018867,             0.00018867
                    346,                 1.3127,                0.78395,                0.89808,                0.88447,                 0.7789,                0.84129,                0.62523,                 1.3576,                0.78437,                0.91971,              0.0001875,              0.0001875,              0.0001875
                    347,                 1.3057,                0.77591,                0.90091,                0.85791,                0.77468,                0.83572,                0.62315,                  1.357,                0.79085,                 0.9189,             0.00018634,             0.00018634,             0.00018634
                    348,                 1.3038,                0.77199,                0.90195,                0.86528,                0.76848,                0.83821,                0.62517,                 1.3605,                0.78806,                0.92069,             0.00018517,             0.00018517,             0.00018517
                    349,                 1.3005,                 0.7714,                0.90054,                 0.8573,                0.78021,                0.84183,                 0.6273,                 1.3585,                0.78635,                0.91908,             0.00018401,             0.00018401,             0.00018401
                    350,                  1.299,                0.76452,                0.89958,                0.87401,                0.77533,                0.84112,                0.62763,                 1.3592,                0.78501,                0.92055,             0.00018284,             0.00018284,             0.00018284
                    351,                 1.2929,                0.76085,                0.90096,                0.85833,                0.78593,                0.84122,                0.62707,                 1.3531,                0.78489,                0.91846,             0.00018168,             0.00018168,             0.00018168
                    352,                 1.3204,                0.77474,                0.90223,                0.85482,                0.77274,                0.83341,                0.62214,                  1.356,                0.79494,                0.91918,             0.00018052,             0.00018052,             0.00018052
                    353,                 1.3061,                0.77871,                 0.8967,                 0.8647,                0.78445,                0.83909,                0.62261,                 1.3601,                 0.7888,                0.91995,             0.00017935,             0.00017935,             0.00017935
                    354,                 1.3062,                0.77536,                 0.8918,                0.87266,                0.77868,                0.83956,                0.62325,                 1.3584,                0.78218,                0.92079,             0.00017819,             0.00017819,             0.00017819
                    355,                 1.2891,                0.76348,                0.89701,                0.86751,                0.78064,                0.84063,                0.62658,                 1.3551,                0.78293,                0.91958,             0.00017702,             0.00017702,             0.00017702
                    356,                 1.3077,                0.76546,                0.89612,                0.86602,                0.78014,                 0.8398,                0.62549,                 1.3557,                0.78388,                 0.9194,             0.00017586,             0.00017586,             0.00017586
                    357,                 1.3021,                0.76732,                0.89753,                0.88044,                0.77022,                0.83638,                0.62506,                 1.3546,                 0.7815,                0.91954,             0.00017469,             0.00017469,             0.00017469
                    358,                 1.3112,                0.77045,                0.90053,                0.88397,                0.77122,                0.83747,                0.62502,                 1.3528,                0.78162,                0.91956,             0.00017353,             0.00017353,             0.00017353
                    359,                 1.2986,                0.76896,                0.89487,                0.89379,                0.76666,                0.84254,                0.62663,                 1.3585,                0.78246,                0.91988,             0.00017237,             0.00017237,             0.00017237
                    360,                 1.2898,                 0.7643,                0.89631,                0.87745,                 0.7765,                0.84215,                0.62601,                 1.3608,                0.78911,                0.92135,              0.0001712,              0.0001712,              0.0001712
                    361,                 1.2998,                0.76244,                0.89716,                0.86853,                0.77641,                0.83668,                 0.6246,                 1.3602,                0.78698,                0.91933,             0.00017004,             0.00017004,             0.00017004
                    362,                 1.3087,                0.77041,                0.89678,                0.88223,                0.77082,                0.83625,                0.62504,                 1.3596,                0.78336,                0.91986,             0.00016887,             0.00016887,             0.00016887
                    363,                 1.3166,                0.77532,                0.90024,                0.88508,                0.77383,                0.84012,                0.62605,                  1.363,                0.78561,                0.92096,             0.00016771,             0.00016771,             0.00016771
                    364,                 1.2847,                0.75646,                0.89774,                0.87458,                0.77116,                0.83634,                0.62496,                 1.3541,                0.78648,                0.91903,             0.00016655,             0.00016655,             0.00016655
                    365,                 1.2723,                0.74465,                0.89572,                0.88347,                0.77155,                0.84075,                0.62723,                 1.3561,                0.77888,                0.91864,             0.00016538,             0.00016538,             0.00016538
                    366,                 1.3125,                0.76934,                0.89704,                0.86903,                0.78964,                0.84275,                0.63113,                 1.3543,                 0.7756,                 0.9185,             0.00016422,             0.00016422,             0.00016422
                    367,                 1.3065,                 0.7684,                 0.8956,                0.86911,                0.78435,                0.84295,                0.63014,                 1.3533,                0.78048,                0.91844,             0.00016305,             0.00016305,             0.00016305
                    368,                 1.2958,                0.76081,                0.89062,                0.87471,                0.77534,                0.84359,                0.62937,                 1.3497,                0.77627,                0.91834,             0.00016189,             0.00016189,             0.00016189
                    369,                 1.2845,                0.75584,                0.89213,                0.88275,                0.77938,                0.84427,                0.62764,                 1.3539,                0.77746,                0.91864,             0.00016072,             0.00016072,             0.00016072
                    370,                 1.2957,                0.76228,                0.89586,                0.87275,                0.78399,                0.84145,                0.62659,                   1.35,                0.77625,                0.91902,             0.00015956,             0.00015956,             0.00015956
                    371,                 1.3037,                 0.7691,                0.89734,                0.88795,                0.77185,                0.84244,                0.62669,                 1.3573,                0.78023,                 0.9203,              0.0001584,              0.0001584,              0.0001584
                    372,                 1.2988,                0.76198,                0.89594,                0.87762,                0.77233,                 0.8413,                0.62881,                 1.3553,                0.78363,                0.91996,             0.00015723,             0.00015723,             0.00015723
                    373,                 1.3217,                0.77405,                0.90204,                 0.8877,                0.77222,                0.84272,                0.63256,                 1.3497,                0.78031,                0.91766,             0.00015607,             0.00015607,             0.00015607
                    374,                 1.2812,                0.75112,                0.89375,                0.86527,                0.77838,                0.83858,                0.62781,                 1.3485,                0.77446,                0.91706,              0.0001549,              0.0001549,              0.0001549
                    375,                 1.3059,                0.76511,                0.89497,                0.86454,                0.78758,                0.84092,                0.62957,                 1.3535,                0.77538,                0.91769,             0.00015374,             0.00015374,             0.00015374
                    376,                 1.2927,                0.76176,                0.89785,                0.89189,                0.76637,                0.84148,                0.62732,                 1.3554,                0.77005,                0.92015,             0.00015257,             0.00015257,             0.00015257
                    377,                   1.29,                0.75768,                  0.895,                0.88069,                0.77922,                0.84582,                0.63282,                 1.3492,                0.76756,                0.91924,             0.00015141,             0.00015141,             0.00015141
                    378,                 1.2654,                0.74047,                0.89475,                0.88912,                0.76818,                 0.8451,                0.62934,                 1.3524,                0.77129,                0.91938,             0.00015025,             0.00015025,             0.00015025
                    379,                 1.2957,                0.76416,                0.89091,                0.88606,                0.77149,                0.84545,                 0.6328,                 1.3451,                0.76882,                0.91773,             0.00014908,             0.00014908,             0.00014908
                    380,                 1.2988,                0.76652,                0.89222,                0.88683,                0.78068,                0.84595,                0.62825,                 1.3536,                0.76682,                0.91914,             0.00014792,             0.00014792,             0.00014792
                    381,                 1.2884,                0.75315,                0.89582,                 0.8945,                0.78065,                0.84709,                0.63508,                 1.3416,                0.76711,                0.91684,             0.00014675,             0.00014675,             0.00014675
                    382,                 1.3004,                0.76069,                0.89321,                0.87615,                0.78949,                0.84532,                0.63494,                 1.3417,                0.76556,                0.91622,             0.00014559,             0.00014559,             0.00014559
                    383,                 1.2816,                0.75259,                0.89221,                0.87782,                 0.7819,                0.84424,                0.63075,                 1.3464,                0.77043,                0.91642,             0.00014442,             0.00014442,             0.00014442
                    384,                 1.2762,                0.75102,                0.89615,                0.87621,                0.77739,                0.84165,                0.62522,                 1.3468,                0.77311,                0.91584,             0.00014326,             0.00014326,             0.00014326
                    385,                 1.2949,                0.76042,                0.89624,                 0.8888,                0.77685,                 0.8454,                   0.63,                 1.3457,                0.77884,                0.91546,              0.0001421,              0.0001421,              0.0001421
                    386,                 1.2854,                0.75211,                0.89489,                 0.8822,                0.77444,                0.84745,                0.63461,                 1.3385,                 0.7755,                0.91564,             0.00014093,             0.00014093,             0.00014093
                    387,                 1.2726,                0.74647,                0.89407,                0.86275,                0.79524,                 0.8463,                0.63122,                 1.3448,                0.77388,                0.91613,             0.00013977,             0.00013977,             0.00013977
                    388,                 1.2701,                0.74333,                0.89301,                0.85854,                 0.8008,                0.84842,                0.63508,                 1.3434,                0.76946,                 0.9161,              0.0001386,              0.0001386,              0.0001386
                    389,                 1.2889,                0.76144,                0.89499,                0.87245,                0.79054,                0.84434,                0.63076,                 1.3457,                0.77355,                0.91771,             0.00013744,             0.00013744,             0.00013744
                    390,                 1.2955,                0.76128,                0.89378,                0.88425,                  0.777,                0.83868,                   0.63,                 1.3451,                0.77213,                0.91839,             0.00013627,             0.00013627,             0.00013627
                    391,                 1.2723,                0.74613,                0.89358,                0.88999,                0.77527,                0.84482,                0.63433,                 1.3441,                0.77637,                0.91882,             0.00013511,             0.00013511,             0.00013511
                    392,                 1.3064,                0.76937,                0.89128,                0.86897,                0.78934,                 0.8424,                 0.6289,                 1.3461,                0.77282,                0.91752,             0.00013395,             0.00013395,             0.00013395
                    393,                 1.2824,                0.75669,                0.89664,                0.87758,                0.78759,                0.84599,                0.63302,                 1.3466,                0.76642,                0.91718,             0.00013278,             0.00013278,             0.00013278
                    394,                 1.2871,                0.75906,                0.89126,                 0.8828,                0.78328,                0.84502,                0.62933,                 1.3487,                0.76665,                0.91724,             0.00013162,             0.00013162,             0.00013162
                    395,                 1.2897,                0.75608,                 0.8935,                0.89576,                0.78202,                0.84819,                0.63769,                 1.3419,                0.76324,                0.91699,             0.00013045,             0.00013045,             0.00013045
                    396,                 1.2831,                0.75551,                0.89196,                0.88001,                0.78043,                0.84463,                 0.6334,                 1.3442,                0.76812,                0.91739,             0.00012929,             0.00012929,             0.00012929
                    397,                 1.2808,                0.74976,                0.89356,                0.89399,                0.78041,                0.84843,                0.63938,                 1.3382,                0.76354,                0.91624,             0.00012813,             0.00012813,             0.00012813
                    398,                 1.2994,                0.76062,                0.89032,                0.88955,                0.77351,                0.84444,                0.63459,                 1.3421,                 0.7663,                0.91602,             0.00012696,             0.00012696,             0.00012696
                    399,                 1.2699,                0.74332,                0.88783,                0.88539,                0.77805,                0.84607,                0.63579,                  1.337,                 0.7654,                0.91539,              0.0001258,              0.0001258,              0.0001258
                    400,                 1.2879,                0.75474,                 0.8936,                0.89205,                0.77463,                0.84571,                0.63172,                  1.345,                0.77208,                0.91662,             0.00012463,             0.00012463,             0.00012463
                    401,                 1.3002,                0.76387,                0.89219,                0.89716,                0.77511,                0.84874,                0.63575,                 1.3396,                0.76695,                0.91503,             0.00012347,             0.00012347,             0.00012347
                    402,                 1.2862,                0.76138,                0.89188,                0.91194,                0.76762,                0.84737,                 0.6394,                 1.3401,                 0.7696,                0.91506,              0.0001223,              0.0001223,              0.0001223
                    403,                 1.2725,                 0.7481,                0.89256,                0.89792,                0.78259,                 0.8484,                0.63887,                 1.3389,                0.76773,                0.91468,             0.00012114,             0.00012114,             0.00012114
                    404,                 1.2803,                0.75393,                0.88996,                0.88566,                0.78935,                0.84912,                0.63642,                 1.3433,                  0.767,                0.91649,             0.00011998,             0.00011998,             0.00011998
                    405,                 1.2802,                0.75067,                 0.8928,                0.87463,                0.79455,                0.84972,                0.63754,                 1.3423,                0.76711,                0.91698,             0.00011881,             0.00011881,             0.00011881
                    406,                 1.2778,                0.74862,                0.89422,                0.88111,                 0.7865,                0.84931,                 0.6344,                 1.3435,                0.76858,                0.91664,             0.00011765,             0.00011765,             0.00011765
                    407,                 1.2625,                 0.7352,                0.88944,                0.88369,                0.78789,                0.84946,                0.63774,                 1.3389,                0.76447,                0.91555,             0.00011648,             0.00011648,             0.00011648
                    408,                 1.2737,                0.74497,                0.89579,                0.86762,                0.79275,                0.85005,                0.63971,                 1.3373,                0.76813,                0.91563,             0.00011532,             0.00011532,             0.00011532
                    409,                 1.2633,                0.74414,                0.89003,                0.90122,                0.77638,                0.85234,                0.63881,                 1.3418,                0.76476,                0.91591,             0.00011415,             0.00011415,             0.00011415
                    410,                 1.2953,                0.75324,                0.89238,                0.87632,                0.79532,                0.85066,                0.64068,                 1.3366,                0.76278,                0.91547,             0.00011299,             0.00011299,             0.00011299
                    411,                 1.2603,                0.73916,                0.89172,                0.91095,                0.77754,                0.85037,                0.64213,                 1.3335,                0.76057,                0.91524,             0.00011183,             0.00011183,             0.00011183
                    412,                 1.2901,                0.75081,                0.89464,                0.87068,                0.79484,                 0.8518,                0.64363,                 1.3348,                0.75929,                0.91503,             0.00011066,             0.00011066,             0.00011066
                    413,                 1.2606,                0.74201,                0.88802,                0.87979,                0.79436,                0.85343,                0.64431,                 1.3397,                0.76485,                0.91503,              0.0001095,              0.0001095,              0.0001095
                    414,                 1.2836,                0.74606,                0.89149,                0.87394,                0.79902,                0.84878,                0.64173,                 1.3354,                0.76329,                0.91387,             0.00010833,             0.00010833,             0.00010833
                    415,                 1.2842,                0.74899,                0.89558,                0.88165,                0.79727,                0.85217,                0.64105,                  1.336,                0.76494,                0.91349,             0.00010717,             0.00010717,             0.00010717
                    416,                 1.2702,                0.74297,                0.89145,                0.88983,                0.79645,                0.85082,                0.63981,                 1.3396,                0.76337,                0.91482,               0.000106,               0.000106,               0.000106
                    417,                  1.293,                0.75077,                0.89092,                0.89604,                0.78071,                0.85036,                0.63614,                 1.3405,                0.76651,                0.91584,             0.00010484,             0.00010484,             0.00010484
                    418,                 1.2708,                0.74312,                0.88753,                 0.8955,                0.78757,                0.85289,                0.63683,                 1.3378,                 0.7669,                0.91553,             0.00010368,             0.00010368,             0.00010368
                    419,                  1.277,                 0.7469,                0.88983,                0.88299,                0.79181,                0.84869,                0.63799,                 1.3342,                0.76329,                0.91403,             0.00010251,             0.00010251,             0.00010251
                    420,                 1.2774,                0.74369,                0.88864,                0.90031,                  0.778,                0.84812,                0.63507,                 1.3361,                0.76191,                0.91429,             0.00010135,             0.00010135,             0.00010135
                    421,                 1.2618,                0.73582,                0.88757,                0.88607,                0.78726,                0.84927,                 0.6334,                 1.3436,                0.76338,                0.91572,             0.00010018,             0.00010018,             0.00010018
                    422,                 1.2785,                0.74253,                0.88887,                0.88546,                0.78965,                0.85114,                0.63741,                  1.336,                0.76201,                0.91429,             9.9019e-05,             9.9019e-05,             9.9019e-05
                    423,                  1.269,                0.74099,                0.88969,                0.87586,                0.79891,                0.85183,                0.63647,                 1.3388,                0.75823,                 0.9143,             9.7855e-05,             9.7855e-05,             9.7855e-05
                    424,                  1.255,                 0.7333,                0.89087,                 0.8769,                0.79595,                0.85026,                0.63823,                 1.3366,                0.76058,                0.91461,             9.6691e-05,             9.6691e-05,             9.6691e-05
                    425,                 1.2511,                  0.733,                 0.8916,                0.87914,                0.79204,                0.85064,                0.63732,                 1.3326,                0.76024,                0.91365,             9.5526e-05,             9.5526e-05,             9.5526e-05
                    426,                 1.2879,                0.75069,                0.88834,                0.89138,                0.78489,                0.84994,                0.63767,                  1.333,                0.75854,                0.91326,             9.4362e-05,             9.4362e-05,             9.4362e-05
                    427,                 1.2784,                0.73908,                0.89077,                0.87938,                0.78557,                0.84832,                0.63555,                 1.3349,                0.76016,                  0.914,             9.3198e-05,             9.3198e-05,             9.3198e-05
                    428,                 1.2804,                0.74723,                0.88962,                0.88912,                0.77858,                0.84975,                0.63959,                 1.3321,                0.75792,                0.91343,             9.2034e-05,             9.2034e-05,             9.2034e-05
                    429,                 1.2682,                0.74139,                0.88858,                0.88479,                 0.7894,                0.85076,                0.63997,                 1.3297,                0.75526,                 0.9134,              9.087e-05,              9.087e-05,              9.087e-05
                    430,                 1.2747,                0.74139,                0.88901,                0.88714,                0.78558,                0.84865,                0.63842,                 1.3339,                0.75576,                0.91293,             8.9705e-05,             8.9705e-05,             8.9705e-05
                    431,                 1.2576,                0.73261,                0.89095,                0.87074,                0.79095,                0.85009,                0.63909,                 1.3329,                0.75513,                0.91365,             8.8541e-05,             8.8541e-05,             8.8541e-05
                    432,                 1.2704,                0.74575,                0.88667,                0.87539,                0.80023,                0.85315,                 0.6425,                 1.3335,                0.75478,                0.91339,             8.7377e-05,             8.7377e-05,             8.7377e-05
                    433,                 1.2747,                0.74689,                0.89009,                0.86749,                0.80235,                0.85381,                0.63966,                 1.3341,                0.75621,                 0.9143,             8.6213e-05,             8.6213e-05,             8.6213e-05
                    434,                 1.2518,                0.73594,                0.88966,                0.88621,                0.78811,                0.85367,                0.64251,                 1.3287,                0.75619,                 0.9127,             8.5048e-05,             8.5048e-05,             8.5048e-05
                    435,                 1.2749,                0.74177,                0.88944,                0.88856,                0.79177,                0.85409,                0.64219,                 1.3314,                0.75298,                0.91298,             8.3884e-05,             8.3884e-05,             8.3884e-05
                    436,                 1.2726,                0.74062,                0.88772,                0.88937,                 0.7905,                0.85311,                0.64103,                 1.3274,                0.75441,                0.91273,              8.272e-05,              8.272e-05,              8.272e-05
                    437,                 1.2784,                0.74099,                0.89014,                0.89175,                0.79372,                0.85564,                0.64103,                 1.3282,                 0.7567,                0.91262,             8.1556e-05,             8.1556e-05,             8.1556e-05
                    438,                 1.2589,                0.73838,                0.88906,                0.88814,                0.79486,                0.85541,                0.64315,                 1.3277,                0.75488,                0.91305,             8.0391e-05,             8.0391e-05,             8.0391e-05
                    439,                 1.2774,                0.74533,                0.88868,                0.90333,                 0.7851,                0.85634,                0.64267,                 1.3359,                0.75518,                0.91401,             7.9227e-05,             7.9227e-05,             7.9227e-05
                    440,                 1.2532,                0.73093,                0.88542,                0.90372,                 0.7839,                 0.8535,                0.64437,                 1.3302,                0.75562,                0.91311,             7.8063e-05,             7.8063e-05,             7.8063e-05
                    441,                 1.2611,                0.73792,                0.88736,                0.89954,                 0.7843,                 0.8548,                0.64276,                 1.3293,                0.75612,                0.91317,             7.6899e-05,             7.6899e-05,             7.6899e-05
                    442,                 1.2581,                0.73663,                0.88746,                0.87976,                 0.7927,                0.85306,                0.64197,                 1.3299,                0.76133,                0.91273,             7.5734e-05,             7.5734e-05,             7.5734e-05
                    443,                 1.2571,                0.73335,                0.89095,                0.90254,                0.77905,                0.85511,                0.64394,                 1.3269,                0.75957,                0.91197,              7.457e-05,              7.457e-05,              7.457e-05
                    444,                 1.2583,                0.73284,                0.88819,                 0.9071,                0.77925,                0.85213,                0.64171,                 1.3329,                0.75916,                0.91253,             7.3406e-05,             7.3406e-05,             7.3406e-05
                    445,                 1.2475,                0.73132,                0.88676,                0.90176,                0.78091,                0.85177,                0.64121,                 1.3301,                 0.7569,                0.91282,             7.2242e-05,             7.2242e-05,             7.2242e-05
                    446,                 1.2637,                0.73048,                0.88653,                0.88245,                0.79051,                0.85126,                0.64429,                 1.3259,                0.75594,                 0.9122,             7.1077e-05,             7.1077e-05,             7.1077e-05
                    447,                 1.2747,                0.73654,                0.89105,                0.88326,                0.79111,                0.85203,                0.64176,                 1.3325,                0.75504,                0.91314,             6.9913e-05,             6.9913e-05,             6.9913e-05
                    448,                  1.249,                0.73038,                0.88726,                0.87511,                0.79719,                0.85209,                 0.6407,                 1.3323,                0.75571,                0.91321,             6.8749e-05,             6.8749e-05,             6.8749e-05
                    449,                 1.2613,                0.73764,                0.88704,                0.88541,                0.79076,                0.85212,                0.64192,                 1.3306,                0.75701,                0.91362,             6.7585e-05,             6.7585e-05,             6.7585e-05
                    450,                  1.268,                 0.7397,                0.89153,                0.87592,                0.79918,                0.85465,                0.64048,                 1.3322,                 0.7564,                0.91453,              6.642e-05,              6.642e-05,              6.642e-05
                    451,                 1.2578,                0.73399,                0.88727,                0.87441,                0.79995,                0.85435,                0.64001,                 1.3301,                0.75581,                0.91379,             6.5256e-05,             6.5256e-05,             6.5256e-05
                    452,                 1.2606,                0.73779,                0.88735,                0.86796,                 0.8044,                0.85415,                0.64015,                 1.3304,                 0.7565,                0.91337,             6.4092e-05,             6.4092e-05,             6.4092e-05
                    453,                 1.2735,                0.73813,                0.89078,                0.88739,                0.79493,                0.85291,                0.64133,                 1.3311,                0.75652,                0.91412,             6.2928e-05,             6.2928e-05,             6.2928e-05
                    454,                 1.2663,                0.73667,                0.88618,                0.88187,                0.79875,                0.85611,                0.64506,                 1.3281,                0.75452,                 0.9133,             6.1764e-05,             6.1764e-05,             6.1764e-05
                    455,                 1.2408,                0.72239,                0.88753,                0.87873,                0.80026,                0.85424,                0.64506,                 1.3304,                0.75902,                0.91399,             6.0599e-05,             6.0599e-05,             6.0599e-05
                    456,                 1.2521,                0.72759,                0.88509,                0.90949,                0.78035,                0.85279,                0.64317,                  1.331,                0.75657,                0.91418,             5.9435e-05,             5.9435e-05,             5.9435e-05
                    457,                  1.264,                0.73288,                0.88975,                 0.8714,                0.80166,                0.85455,                0.64558,                 1.3279,                0.75577,                 0.9135,             5.8271e-05,             5.8271e-05,             5.8271e-05
                    458,                 1.2659,                0.73014,                0.88411,                0.89904,                0.77938,                0.85159,                0.64456,                 1.3256,                0.75488,                0.91334,             5.7107e-05,             5.7107e-05,             5.7107e-05
                    459,                 1.2454,                0.71907,                0.88886,                0.87538,                0.79461,                0.85156,                0.64418,                 1.3269,                  0.756,                0.91339,             5.5942e-05,             5.5942e-05,             5.5942e-05
                    460,                 1.2663,                0.73444,                0.88818,                0.90565,                0.77807,                0.85229,                0.64152,                 1.3277,                0.75355,                0.91261,             5.4778e-05,             5.4778e-05,             5.4778e-05
                    461,                 1.2682,                0.73417,                0.88787,                0.88552,                 0.7871,                 0.8546,                0.64313,                 1.3305,                0.75234,                0.91281,             5.3614e-05,             5.3614e-05,             5.3614e-05
                    462,                 1.2495,                0.72757,                0.88793,                0.88888,                0.78854,                0.85371,                  0.645,                 1.3267,                0.75105,                0.91227,              5.245e-05,              5.245e-05,              5.245e-05
                    463,                 1.2464,                0.72581,                0.88664,                0.89353,                0.78493,                0.85206,                0.64292,                 1.3253,                0.74871,                 0.9128,             5.1285e-05,             5.1285e-05,             5.1285e-05
